query,cantidad_terminos,total_postings,daat,taat
gridley recordjournal,2,36,0.000004260,0.000006566
fornes rxschool,2,41,0.000005797,0.000008102
booktype soceer,2,5,0.000003282,0.000004191
dineys vcheap,2,19,0.000010128,0.000006216
basinets tbe,2,1975,0.000282729,0.000146393
bohnne veld,2,152,0.000014667,0.000017740
banged vigne,2,6683,0.001470008,0.000880314
defecta oboeist,2,2,0.000004680,0.000010547
elesa linkhttp,2,26,0.000006286,0.000012362
caboose spozalizio,2,62,0.000010966,0.000009009
boelter spilman,2,22,0.000005239,0.000007194
coroperation milosevic,2,143,0.000007683,0.000014738
estellas lookouting,2,1091,0.000160362,0.000080041
fredrick loansm,2,197,0.000021931,0.000018578
halloweencostume thighten,2,6,0.000002863,0.000006286
coyuca lobbies,2,6559,0.000608760,0.000750824
alumina uplodes,2,146,0.000018020,0.000019626
gapbody rental,2,67962,0.005568945,0.010883239
dtx puffles,2,155,0.000009988,0.000035760
hopwa prisins,2,36,0.000010895,0.000010965
girth mccraney,2,204,0.000036179,0.000019626
hvine tropos,2,28,0.000006286,0.000008591
hypnotism poledancer,2,316,0.000069704,0.000027170
absolutes petromax,2,11864,0.001381026,0.001608438
frature laroo,2,2,0.000004400,0.000011943
clth nudepic,2,29,0.000007613,0.000011803
faat statutory,2,9813,0.000620984,0.001123441
enlargers seer,2,594,0.000102461,0.000058390
expensive octogan,2,19164,0.003608283,0.002385663
intitial taipei,2,575,0.000118735,0.000082066
fryers mahjong,2,6318,0.001357000,0.000864390
colbey protesting,2,6476,0.000735458,0.000824439
calaforna viracocha,2,12,0.000007124,0.000012502
atlantanewspaper rnders,2,3,0.000003912,0.000005797
estores vales,2,15839,0.004014077,0.001898990
cititravel legetts,2,4,0.000009429,0.000021023
hanalei mecelli,2,42,0.000010406,0.000017252
covina ncbfs,2,199,0.000031919,0.000020534
esupport libbys,2,531,0.000096245,0.000053990
crue lawork,2,1429,0.000188439,0.000267293
freshforce unas,2,4075,0.000452450,0.000313809
cadelas socisl,2,2,0.000003702,0.000006775
illo shallowater,2,82,0.000004889,0.000013829
chilten km2m,2,2,0.000003283,0.000005168
birdlike synarel,2,83,0.000017531,0.000013899
batas v505,2,539,0.000097363,0.000047424
dimauro mappings,2,341,0.000053989,0.000034293
easylink mommom,2,37,0.000009080,0.000010407
brose mbraun,2,309,0.000003841,0.000033665
ceremoney roush,2,44,0.000009499,0.000009080
iso2000 topys,2,5,0.000003841,0.000007683
hartwort quizas,2,55,0.000004679,0.000009499
anzar solivita,2,2,0.000003352,0.000005238
jaconet terrapinn,2,6,0.000023398,0.000006216
dreamcast lefrance,2,6958,0.000977048,0.000778552
associationn lacarra,2,4,0.000004819,0.000008241
amarillys tonnage,2,228,0.000026261,0.000023049
hainesville stube,2,527,0.000062511,0.000044909
freestoreclub kochis,2,55,0.000009988,0.000009009
cholesteral thiu,2,14,0.000003772,0.000006286
doors teamsand,2,65188,0.008124888,0.010861796
dexamethason staco,2,72,0.000016343,0.000030592
arrat stellastarr,2,67,0.000011106,0.000011384
elite lettres,2,11215,0.002298637,0.001279124
authetic schoolsports,2,4,0.000007543,0.000015645
fatcats studoes,2,80,0.000016972,0.000015715
increaased monophobia,2,4,0.000003771,0.000007753
hilfigure ramirs,2,3,0.000002864,0.000005168
duplicating redl,2,3589,0.000664077,0.000314647
converitable lkl,2,6,0.000003423,0.000007194
grps octahedron,2,1028,0.000134380,0.000124532
e420 suesse,2,18,0.000006286,0.000009079
finle polyethene,2,52,0.000012293,0.000011804
glassmakers lures,2,2929,0.000539406,0.000239705
cartracker navpress,2,5,0.000004260,0.000007124
berge unit,2,200593,0.057531798,0.039337354
harmonized qwilleran,2,221,0.000039811,0.000063209
balee vauton,2,5,0.000003353,0.000005657
eyei sprk,2,22,0.000003772,0.000007752
firtle vinylrecords,2,4,0.000003283,0.000006635
educatio minessota,2,32,0.000005797,0.000008102
docketing skorpion,2,197,0.000031500,0.000018998
holocost measuement,2,9,0.000004260,0.000005797
andale lotery,2,501,0.000074244,0.000037087
catalhoyuk wacos,2,583,0.000074803,0.000045818
chocies vitetta,2,7,0.000003771,0.000005867
jumproping samband,2,6,0.000003842,0.000004680
arthitis maintenence,2,50,0.000005797,0.000007124
desion storex,2,459,0.000065583,0.000033875
gilchrest rescare,2,37,0.000007543,0.000007473
fiiling origins,2,18859,0.003977618,0.002427011
equalease poetryon,2,9,0.000006635,0.000020464
bapt suppiles,2,76,0.000014807,0.000014318
guadlupe twista,2,243,0.000072778,0.000032268
compiuter sciam,2,24,0.000006077,0.000006706
blinkey opentable,2,4,0.000003422,0.000004749
hummingbirds maccauley,2,674,0.000088213,0.000053780
babur millaires,2,45,0.000007683,0.000009219
fritch shoter,2,8,0.000003283,0.000005587
arthrosis stmark,2,44,0.000010127,0.000009918
everingham tramdock,2,188,0.000027659,0.000013760
aog maffia,2,427,0.000061533,0.000031430
charachters nannie,2,56,0.000011803,0.000010617
flexloop traslation,2,8,0.000003841,0.000005727
heckels strandbookstore,2,31,0.000004749,0.000006775
herley qazi,2,20,0.000023468,0.000006566
cuffeys playeras,2,24,0.000003353,0.000006984
augus nosal,2,76,0.000013620,0.000009080
gonns schmicks,2,19,0.000005308,0.000005658
delta32 tandori,2,17,0.000004819,0.000005309
accelio pussycom,2,2,0.000002794,0.000004190
briolet pocock,2,241,0.000033385,0.000032407
haried noelke,2,62,0.000004260,0.000008242
camerons synge,2,5615,0.001020352,0.000634044
donatino plantanswers,2,2,0.000004819,0.000009080
feinds menion,2,27,0.000008661,0.000009429
clothingoptional retoring,2,32,0.000008871,0.000009219
clubclothes veiling,2,3083,0.000242569,0.000318629
flashfoot thra,2,10,0.000003911,0.000007962
internets orientaion,2,207805,0.042478660,0.039617358
evangelists prodema,2,652,0.000070962,0.000087514
directiory krauthammer,2,22,0.000003911,0.000008172
bennigan qiyas,2,17,0.000005098,0.000007613
dipay vill,2,1686,0.000314647,0.000173283
keylogger makassar,2,192,0.000035341,0.000020325
anthropocentric quik,2,465,0.000081229,0.000044770
denominacion phychology,2,7,0.000004610,0.000006636
icecom transsexuelle,2,39,0.000010058,0.000009149
itdc stockport,2,5817,0.000175239,0.000813125
developmenet thughts,2,7,0.000003911,0.000010966
alphabetique ponto,2,83,0.000016274,0.000018508
cihn support1,2,7,0.000004261,0.000009009
blackknight reggies,2,22,0.000006076,0.000008731
comie stressor,2,103,0.000019836,0.000014667
deskjet930c tendinits,2,5,0.000003911,0.000005238
glamourcom nsi,2,155,0.000030033,0.000018578
gam4es longfellow,2,108,0.000021303,0.000014388
kaiten tarentum,2,24,0.000006635,0.000008730
burets montego,2,1203,0.000162038,0.000078784
desperation ravenraven,2,603,0.000084022,0.000047634
cavalcade timmers,2,244,0.000044141,0.000025144
ef versis,2,1799,0.000315136,0.000180337
incurred siano,2,2988,0.000557216,0.000287827
besseme tahr,2,9,0.000005238,0.000006705
finzel mutilations,2,355,0.000043093,0.000038065
kaleen littlefall,2,2,0.000003423,0.000005658
catvac mimas,2,748,0.000071451,0.000067190
bwers uak,2,9,0.000006495,0.000008660
graylines uuniversity,2,9,0.000005867,0.000007543
eduaction oylmpia,2,20,0.000007543,0.000010476
gevity syble,2,6,0.000004750,0.000006844
kctcsedu pucks,2,548,0.000042815,0.000052941
dstrachan unsuccesful,2,25,0.000007264,0.000008591
i680 teagame,2,3,0.000003282,0.000006147
heyy valation,2,7,0.000003423,0.000005168
housedress priorities,2,17437,0.003574130,0.002105589
kenels ritin,2,4,0.000025423,0.000015156
cuirt lotties,2,75,0.000016553,0.000015505
bankston latini,2,37,0.000009638,0.000009010
hopewest sayes,2,98599,0.005564266,0.019814616
fizgerald voon,2,13,0.000008521,0.000017740
diretions levasseur,2,68,0.000013759,0.000015436
horod reuven,2,19,0.000003422,0.000005727
graunke macneally,2,5,0.000003213,0.000006146
astro stitz,2,2406,0.000131726,0.000198566
cutchen rookie,2,580,0.000082905,0.000044700
generates overusage,2,33898,0.002638219,0.005917397
aparty univercities,2,11,0.000005169,0.000012502
clenz sparkpeople,2,5,0.000003282,0.000006076
crede smally,2,563,0.000080670,0.000053710
hawgwild minh,2,380,0.000045609,0.000031011
bowker pwan,2,212,0.000008940,0.000020115
bluepool soich,2,7,0.000003353,0.000005168
jesses mobilebilling,2,1458,0.000268061,0.000130050
allaround sunflower,2,2376,0.000420042,0.000233628
grede onepiece,2,824,0.000136754,0.000064606
imprts supli,2,6,0.000005657,0.000007753
guinzburg mourned,2,2512,0.000273230,0.000233488
cavatini surly,2,79328,0.011059385,0.016338338
banen kidsclub,2,22,0.000012293,0.000022001
firebox microtest,2,4509,0.000720162,0.000369964
feke millner,2,49,0.000013061,0.000014667
giveth speedtrack,2,266,0.000011315,0.000025283
breathed thoughtless,2,12730,0.002685783,0.001605296
bordman kodax,2,2,0.000007054,0.000017670
elfin spyder,2,712,0.000125929,0.000069215
bootey pricelists,2,927,0.000011803,0.000069635
fressange lanciani,2,8,0.000003841,0.000006286
blakleys rremoval,2,25,0.000006705,0.000008521
crittenden mittenwald,2,112,0.000024795,0.000014457
constition mea,2,611,0.000095127,0.000050288
cekk participating,2,15631,0.002553150,0.002104122
autohunter rechelle,2,6,0.000004749,0.000012991
bitshop sedn,2,6,0.000002864,0.000006146
cuticle putski,2,358,0.000026681,0.000043093
cnst lllas,2,17,0.000004610,0.000006216
allotropy litimed,2,13,0.000003283,0.000005657
harrish sulgrave,2,50,0.000007543,0.000008171
jaru magnetica,2,56,0.000002375,0.000007474
goolu snowbunny,2,5,0.000002933,0.000005727
aporting learnnet,2,36,0.000008032,0.000007194
aquilegia nater,2,75,0.000012921,0.000009080
dietech skobelev,2,2,0.000002863,0.000006566
cuellar lavegas,2,19,0.000005797,0.000005797
ibw sadly,2,11538,0.001874055,0.001206835
discoverthe subcommittees,2,1689,0.000283009,0.000183830
gavaging licinio,2,11,0.000004680,0.000007194
bulll shooty,2,4,0.000022420,0.000005797
gena luxry,2,284,0.000046866,0.000027170
hijaak lgbtq,2,11,0.000005657,0.000015016
heavyweight sizzle,2,4605,0.000805441,0.000373037
ins2 person,2,78710,0.020336351,0.016219184
chorizo parfee,2,160,0.000024306,0.000041139
diasable repiair,2,2,0.000003701,0.000007124
escada necvox,2,1424,0.000246060,0.000153727
greata nurces,2,24,0.000005308,0.000009010
fundamental mayang,2,15593,0.002067314,0.001916870
issan microcon,2,76,0.000016134,0.000020464
juku uchc,2,8,0.000004889,0.000006217
brunnete profille,2,6,0.000004331,0.000007055
destress rizkalla,2,222,0.000020604,0.000029544
brockerage lozito,2,2,0.000003353,0.000005657
involucrata villie,2,30,0.000007054,0.000047284
johnstowns polybags,2,264,0.000042256,0.000026331
fazekas penitente,2,131,0.000012363,0.000013899
ajm pedestrians,2,3349,0.000689360,0.000375901
copyguard thestat,2,19,0.000006635,0.000008521
itip viers,2,729,0.000127885,0.000163295
asbilling kulk,2,9,0.000004750,0.000008033
djone vosjoli,2,10,0.000003841,0.000006146
compeny ucan,2,189,0.000025284,0.000019975
corlones nearchos,2,5,0.000003842,0.000005728
alavi vaid,2,56,0.000012781,0.000011524
bm4 niec,2,778,0.000103789,0.000063768
frosts peiro,2,7099,0.001068544,0.000869000
canaverel mcarthy,2,15,0.000003841,0.000009010
adlerian mobilering,2,175,0.000033386,0.000020045
constrictor tachycardia,2,412,0.000060066,0.000044490
beamer palmon,2,2476,0.000422067,0.000204992
baule parls,2,328,0.000050986,0.000030522
constructors railways,2,17153,0.003466011,0.002107475
altuna sydneysydney,2,3,0.000007055,0.000028217
bdsmfetish nrofolk,2,8,0.000003842,0.000006635
channeling progesterine,2,49417,0.005974879,0.008170497
googo niceneasy,2,29,0.000012433,0.000025843
amtch slle,2,80,0.000008591,0.000016065
compx opportunitites,2,22,0.000005658,0.000007683
kaos skyhawke,2,869,0.000158826,0.000072638
gazibo olayer,2,73,0.000017042,0.000009708
blackcunt niño,2,478,0.000085070,0.000043024
jumers lovelinks,2,15,0.000003772,0.000007264
australian sleepout,2,18774,0.003828572,0.002551473
hyperlinks komen,2,4278,0.000867951,0.000373037
hirshman kingspointe,2,5,0.000004400,0.000006705
avanzo parascaris,2,5,0.000003772,0.000006146
arkangel ladyfairway,2,15,0.000004331,0.000006705
etemadi northpole,2,4,0.000003772,0.000005658
huerfano steeple,2,2152,0.000398809,0.000173213
bioglan patrl,2,4,0.000003352,0.000013969
bailly listn,2,2087,0.000377507,0.000203106
inance nemisy,2,1146,0.000205901,0.000092543
icos merico,2,366,0.000027658,0.000040440
feltz lufkins,2,780,0.000152400,0.000058180
hank vesanyi,2,1373,0.000197030,0.000132844
attracting rhodochiton,2,18745,0.002918155,0.002133387
ftest nwx,2,16,0.000007473,0.000014877
brobyn t7k250,2,19,0.000005308,0.000006775
abandonded specifics,2,61933,0.012170325,0.010152251
gfox laume,2,13,0.000007682,0.000018160
discountwatches vdu,2,332,0.000012572,0.000042815
allock mathars,2,8,0.000004819,0.000023258
ism ugrad,2,426,0.000060974,0.000039951
kayano secrate,2,23,0.000003422,0.000008172
icarian phillas,2,10,0.000002863,0.000006216
eliam u15,2,400,0.000039462,0.000032129
edys norolk,2,67,0.000008590,0.000009569
almondine walmartr,2,4,0.000003213,0.000004749
angelcynn survivor,2,4944,0.000719882,0.000553584
escence sarfari,2,4,0.000004820,0.000007683
draga rintones,2,997,0.000147371,0.000063349
cctc sukanya,2,7,0.000002793,0.000005658
helax nightwatchmen,2,4,0.000002864,0.000005797
exploder sandscasino,2,22,0.000006076,0.000007683
accutran tescos,2,31240,0.004117237,0.005455379
ambit mylogin,2,182,0.000027170,0.000033386
iluminate preggo,2,73,0.000017391,0.000136754
delais lynbrook,2,19,0.000006565,0.000008940
floridam schilling,2,247,0.000008940,0.000022001
gs35 restaurantsnew,2,17,0.000006705,0.000007682
bhm1 vastus,2,37,0.000003771,0.000010407
companyin monocote,2,46,0.000011385,0.000011105
deai licesnsed,2,11,0.000003912,0.000006217
epfn techgear,2,2,0.000003282,0.000005239
golgatha tlin,2,36,0.000008241,0.000009499
inkables marford,2,24,0.000005168,0.000007613
bursey supervisory,2,1128,0.000224828,0.000094359
fuckingfree mhf,2,49,0.000008521,0.000010616
anfa waitt,2,50,0.000012641,0.000008940
basey sportstar,2,66,0.000014738,0.000008940
adobe medicalsavings,2,18309,0.003427946,0.002297450
hooo parle,2,192,0.000041557,0.000033875
forge ostseebad,2,6259,0.001250976,0.000796083
alsion pliance,2,16,0.000007473,0.000015296
jcys knobs,2,6196,0.001051851,0.000742791
iefa orthodox,2,1346,0.000094918,0.000152190
afee ncga,2,14,0.000004820,0.000007963
esmail mmn,2,37,0.000008661,0.000009499
junoirs leazy,2,6,0.000003352,0.000005658
densidad scrlls,2,158,0.000023538,0.000045399
crmd totalhealth,2,26,0.000007753,0.000008171
kewlboxs verision,2,11,0.000004330,0.000006146
cie televisi,2,4920,0.000697742,0.000327150
comnts punishmen,2,3,0.000002863,0.000005588
applicationn s53,2,34,0.000006705,0.000007544
alorton usb2,2,1589,0.000044281,0.000122087
drape merr,2,2143,0.000280144,0.000162737
burla rabbithunters,2,10,0.000003353,0.000006146
distinct phasic,2,8011,0.001049407,0.000911954
johnna shakin,2,875,0.000145415,0.000073127
doherty mrichards,2,1607,0.000162457,0.000138221
ebayer ngen,2,675,0.000100436,0.000052872
exxons lunacon,2,229,0.000017740,0.000019487
inscope preesure,2,7,0.000003353,0.000005657
arney nnet,2,35,0.000008032,0.000007752
fromats ramshot,2,19,0.000005238,0.000006635
betulae ppca,2,119,0.000018997,0.000012991
arashi strongco,2,20,0.000005168,0.000006775
id4 leatherby,2,18,0.000005239,0.000005169
eicc thefury,2,36,0.000007543,0.000007264
andiron submisson,2,22,0.000005797,0.000006146
aspcs serrapeptase,2,72,0.000009359,0.000011105
buildet protegee,2,12,0.000004191,0.000006146
bahamas stairparts,2,10923,0.001586158,0.001005964
alanes tonez,2,17928,0.004381247,0.002229352
cevaer toolanddie,2,8,0.000006705,0.000018089
bozen pinderhughes,2,36,0.000009918,0.000011733
empers ottenburg,2,10,0.000004190,0.000006216
debrecen peranema,2,71,0.000005238,0.000011245
epics turbojet,2,6042,0.001186860,0.000754456
dutites sprak,2,37,0.000007124,0.000019067
gerlands rollingwood,2,17,0.000005728,0.000008591
dorena warehoses,2,5,0.000003772,0.000006844
carlotte tolono,2,8,0.000003283,0.000006217
autobon solstace,2,2,0.000003422,0.000005727
apartmennt kidcare,2,6,0.000004261,0.000005657
ebano pxt,2,29,0.000008242,0.000008102
effots leuth,2,3,0.000003772,0.000004749
belwith sa53,2,10,0.000004750,0.000006217
aerobe loadmatch,2,124,0.000004749,0.000018020
gaskell rpmworld,2,510,0.000050148,0.000058250
fashioncents mansards,2,68,0.000007613,0.000009499
crdt knt,2,129,0.000020534,0.000012921
cullars spectacle,2,2955,0.000436525,0.000222313
evideo tracfon,2,696,0.000074803,0.000050428
angelicum sottile,2,28,0.000006635,0.000007264
ayesha klru,2,71,0.000008660,0.000007613
benefit netcong,2,88641,0.007792500,0.018054686
finepixviewer subpena,2,13,0.000009848,0.000022559
braker promethazin,2,36,0.000010476,0.000013899
aasd veretekk,2,5,0.000003772,0.000005238
carrickfergus ustka,2,891,0.000178731,0.000073826
cuyahoga stund,2,297,0.000050427,0.000034363
dbr waistband,2,1610,0.000266595,0.000161619
blizzak metali,2,13,0.000004749,0.000007474
addh vieler,2,27,0.000007054,0.000007682
buckridge tdog,2,7,0.000003771,0.000006496
coeds veliz,2,76,0.000012852,0.000010616
attom texmac,2,9,0.000004819,0.000005658
gershorn strivectinsd,2,44,0.000009429,0.000009079
eflash psychopharmacology,2,277,0.000026750,0.000025912
alcholoics mahaffey,2,20,0.000006286,0.000007683
anatome vetscription,2,5,0.000004680,0.000006636
cityfinance mchales,2,141,0.000011385,0.000023048
etbs valterra,2,186,0.000030591,0.000018649
cardirect marquete,2,26,0.000007613,0.000008870
disaggregated sledertone,2,139,0.000018998,0.000015226
campag mesaage,2,22,0.000006146,0.000006635
chipin ventures,2,15758,0.003263882,0.001712856
healthnote rolene,2,25,0.000010407,0.000017671
couturier sportsmart,2,95,0.000007543,0.000018229
cantharidin terezin,2,15,0.000004260,0.000005657
eyescare pairings,2,177,0.000022560,0.000019068
batmen legin,2,7,0.000003283,0.000005168
dilon macdermot,2,21,0.000006705,0.000007124
iith thehair,2,27,0.000003771,0.000009639
faroe tuffy,2,5987,0.000920335,0.000688523
byran roaders,2,192,0.000022350,0.000022489
intallations vanderpoel,2,28,0.000005727,0.000009150
caszatt precedures,2,19,0.000005238,0.000005727
bump schlotzskys,2,4093,0.000426398,0.000306685
declairs triethanolamine,2,13,0.000004190,0.000006985
clotfelter maasachusett,2,15,0.000004331,0.000005168
habibian teachersource,2,5,0.000003771,0.000006146
darl universitu,2,2074,0.000144018,0.000154495
currants reesorts,2,366,0.000041906,0.000030522
keibler mokhtar,2,194,0.000025842,0.000020115
clayton perloff,2,2181,0.000301866,0.000159384
kandies nrys,2,213,0.000030592,0.000018648
brisk lahalls,2,854,0.000054269,0.000072847
bertheme meguires,2,2,0.000002864,0.000005168
bvlgari kushinsky,2,1354,0.000119014,0.000099807
israei kokoon,2,2,0.000002863,0.000005238
faltas pm6,2,143,0.000015855,0.000014179
bliges subutex,2,709,0.000102182,0.000043303
degeneras nclc,2,13,0.000005169,0.000008521
ammeter picposts,2,103,0.000018020,0.000017391
casts vietsingle,2,23192,0.002050760,0.004311613
guerrera sarbands,2,13,0.000004820,0.000011384
elieson picardie,2,347,0.000050986,0.000058599
canpo omarc,2,3,0.000003353,0.000004819
johns pipelighter,2,96583,0.000522712,0.018564128
ancillary moleskin,2,1377,0.000214980,0.000107560
caselaw scatting,2,132,0.000020464,0.000015645
huston maggy,2,634,0.000096385,0.000053012
calanthe priess,2,11,0.000004260,0.000005657
estan sim2,2,193,0.000027728,0.000019417
hfg numenor,2,17,0.000004749,0.000006077
everydayfoods padle,2,16,0.000004400,0.000004889
buffythe revenew,2,2,0.000002445,0.000003772
bildings vb6,2,99,0.000014807,0.000011384
assiniboine ncds,2,212,0.000025702,0.000017112
creditb pennystock,2,5,0.000002863,0.000005797
