url,prof_logica,prof_fisica,tipo
https://www.ebay.com/itm/306884847542?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000015137,2,2,dinamica
https://www.ebay.com/itm/236829852299?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000015137,2,2,dinamica
https://www.ebay.com/itm/298236781555?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000018842,2,2,dinamica
https://www.ebay.com/itm/306857272496?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000018842,2,2,dinamica
https://www.ebay.com/itm/396837011582?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000018842,2,2,dinamica
https://www.ebay.com/itm/353322098813?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000018842,2,2,dinamica
https://www.ebay.com/itm/236789758138?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000021163,2,2,dinamica
https://www.ebay.com/itm/306636882933?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000021163,2,2,dinamica
https://www.ebay.com/itm/205333924129?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000021163,2,2,dinamica
https://www.ebay.com/itm/389961815910?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000021163,2,2,dinamica
https://www.ebay.com/itm/357897372711?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007516,2,2,dinamica
https://www.ebay.com/itm/306952199562?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007516,2,2,dinamica
https://www.ebay.com/itm/188455076361?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007516,2,2,dinamica
https://www.ebay.com/itm/134706805612?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007516,2,2,dinamica
https://www.ebay.com/itm/376925126304?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007273,2,2,dinamica
https://www.ebay.com/itm/167357273571?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007273,2,2,dinamica
https://www.ebay.com/itm/287372499553?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007273,2,2,dinamica
https://www.ebay.com/itm/287372500337?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007273,2,2,dinamica
https://www.ebay.com/itm/401705092382?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007156,2,2,dinamica
https://www.ebay.com/itm/196055373958?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007156,2,2,dinamica
https://www.ebay.com/itm/196056896721?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007156,2,2,dinamica
https://www.ebay.com/itm/186142450223?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007156,2,2,dinamica
https://www.ebay.com/itm/389379452944?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007517,2,2,dinamica
https://www.ebay.com/itm/389664541348?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007517,2,2,dinamica
https://www.ebay.com/itm/236701841651?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007517,2,2,dinamica
https://www.ebay.com/itm/157824359220?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007517,2,2,dinamica
https://www.ebay.com/itm/388973764069?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000012155,2,2,dinamica
https://www.ebay.com/itm/800041481693?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000012155,2,2,dinamica
https://www.ebay.com/itm/177986938357?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000012155,2,2,dinamica
https://www.ebay.com/itm/198350820103?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000012155,2,2,dinamica
https://www.ebay.com/itm/193272483931?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007374,2,2,dinamica
https://www.ebay.com/itm/198205726788?_trkparms=5373%3A0%7C5374%3AFeatured%7C5079%3A6000007374,2,2,dinamica
